Date,District,Disease,Cases
2021-01,Delhi,Typhoid,4
2021-01,Delhi,Tuberculosis,11
2021-01,Delhi,Hepatitis A,14
2021-01,Bengaluru,Dengue,10
2021-01,Bengaluru,Malaria,12
2021-01,Bengaluru,Cholera,15
2021-01,Bengaluru,Typhoid,29
2021-01,Bengaluru,Tuberculosis,7
2021-01,Bengaluru,Hepatitis A,28
2021-01,Hyderabad,Dengue,19
2021-01,Hyderabad,Malaria,17
2021-01,Hyderabad,Cholera,23
2021-01,Hyderabad,Typhoid,4
2021-01,Hyderabad,Tuberculosis,12
2021-01,Hyderabad,Hepatitis A,23
2021-01,Ahmedabad,Dengue,9
2021-01,Ahmedabad,Malaria,8
2021-01,Ahmedabad,Cholera,14
2021-01,Ahmedabad,Typhoid,13
2021-01,Ahmedabad,Tuberculosis,6
2021-01,Ahmedabad,Hepatitis A,34
2021-01,Chennai,Dengue,31
2021-01,Chennai,Malaria,11
2021-01,Chennai,Cholera,15
2021-01,Chennai,Typhoid,8
2021-01,Chennai,Tuberculosis,20
2021-01,Chennai,Hepatitis A,8
2021-01,Kolkata,Dengue,15
2021-01,Kolkata,Malaria,15
2021-01,Kolkata,Cholera,20
2021-01,Kolkata,Typhoid,15
2021-01,Kolkata,Tuberculosis,21
2021-01,Kolkata,Hepatitis A,13
2021-01,Pune,Dengue,28
2021-01,Pune,Malaria,10
2021-01,Pune,Cholera,11
2021-01,Pune,Typhoid,17
2021-01,Pune,Tuberculosis,13
2021-01,Pune,Hepatitis A,18
2021-01,Jaipur,Dengue,15
2021-01,Jaipur,Malaria,12
2021-01,Jaipur,Cholera,5
2021-01,Jaipur,Typhoid,21
2021-01,Jaipur,Tuberculosis,19
2021-01,Jaipur,Hepatitis A,3
2021-01,Lucknow,Dengue,23
2021-01,Lucknow,Malaria,28
2021-01,Lucknow,Cholera,11
2021-01,Lucknow,Typhoid,16
2021-01,Lucknow,Tuberculosis,14
2021-01,Lucknow,Hepatitis A,6
2021-02,Mumbai,Dengue,25
2021-02,Mumbai,Malaria,14
2021-02,Mumbai,Cholera,27
2021-02,Mumbai,Typhoid,21
2021-02,Mumbai,Tuberculosis,5
2021-02,Mumbai,Hepatitis A,9
2021-02,Delhi,Dengue,38
2021-02,Delhi,Malaria,10
2021-02,Delhi,Cholera,4
2021-02,Delhi,Typhoid,21
2021-02,Delhi,Tuberculosis,9
2021-02,Delhi,Hepatitis A,31
2021-02,Bengaluru,Dengue,19
2021-02,Bengaluru,Malaria,16
2021-02,Bengaluru,Cholera,30
2021-02,Bengaluru,Typhoid,7
2021-02,Bengaluru,Tuberculosis,20
2021-02,Bengaluru,Hepatitis A,27
2021-02,Hyderabad,Dengue,3
2021-02,Hyderabad,Malaria,12
2021-02,Hyderabad,Cholera,9
2021-02,Hyderabad,Typhoid,6
2021-02,Hyderabad,Tuberculosis,31
2021-02,Hyderabad,Hepatitis A,18
2021-02,Ahmedabad,Dengue,21
2021-02,Ahmedabad,Malaria,27
2021-02,Ahmedabad,Cholera,10
2021-02,Ahmedabad,Typhoid,11
2021-02,Ahmedabad,Tuberculosis,11
2021-02,Ahmedabad,Hepatitis A,12
2021-02,Chennai,Dengue,25
2021-02,Chennai,Malaria,27
2021-02,Chennai,Cholera,9
2021-02,Chennai,Typhoid,8
2021-02,Chennai,Tuberculosis,14
2021-02,Chennai,Hepatitis A,8
2021-02,Kolkata,Dengue,25
2021-02,Kolkata,Malaria,15
2021-02,Kolkata,Cholera,16
2021-02,Kolkata,Typhoid,34
2021-02,Kolkata,Tuberculosis,14
2021-02,Kolkata,Hepatitis A,12
2021-02,Pune,Dengue,24
2021-02,Pune,Malaria,15
2021-02,Pune,Cholera,12
2021-02,Pune,Typhoid,15
2021-02,Pune,Tuberculosis,16
2021-02,Pune,Hepatitis A,34
2021-02,Jaipur,Dengue,17
2021-02,Jaipur,Malaria,12
2021-02,Jaipur,Cholera,7
2021-02,Jaipur,Typhoid,11
2021-02,Jaipur,Tuberculosis,6
2021-02,Jaipur,Hepatitis A,21
2021-02,Lucknow,Dengue,18
2021-02,Lucknow,Malaria,9
2021-02,Lucknow,Cholera,15
2021-02,Lucknow,Typhoid,28
2021-02,Lucknow,Tuberculosis,12
2021-02,Lucknow,Hepatitis A,9
2021-03,Mumbai,Dengue,12
2021-03,Mumbai,Malaria,28
2021-03,Mumbai,Cholera,17
2021-03,Mumbai,Typhoid,8
2021-03,Mumbai,Tuberculosis,18
2021-03,Mumbai,Hepatitis A,4
2021-03,Delhi,Dengue,29
2021-03,Delhi,Malaria,22
2021-03,Delhi,Cholera,12
2021-03,Delhi,Typhoid,32
2021-03,Delhi,Tuberculosis,16
2021-03,Delhi,Hepatitis A,22
2021-03,Bengaluru,Dengue,24
2021-03,Bengaluru,Malaria,19
2021-03,Bengaluru,Cholera,19
2021-03,Bengaluru,Typhoid,28
2021-03,Bengaluru,Tuberculosis,19
2021-03,Bengaluru,Hepatitis A,12
2021-03,Hyderabad,Dengue,11
2021-03,Hyderabad,Malaria,7
2021-03,Hyderabad,Cholera,24
2021-03,Hyderabad,Typhoid,8
2021-03,Hyderabad,Tuberculosis,25
2021-03,Hyderabad,Hepatitis A,16
2021-03,Ahmedabad,Dengue,26
2021-03,Ahmedabad,Malaria,6
2021-03,Ahmedabad,Cholera,10
2021-03,Ahmedabad,Typhoid,35
2021-03,Ahmedabad,Tuberculosis,22
2021-03,Ahmedabad,Hepatitis A,15
2021-03,Chennai,Dengue,24
2021-03,Chennai,Malaria,30
2021-03,Chennai,Cholera,33
2021-03,Chennai,Typhoid,26
2021-03,Chennai,Tuberculosis,12
2021-03,Chennai,Hepatitis A,26
2021-03,Kolkata,Dengue,11
2021-03,Kolkata,Malaria,13
2021-03,Kolkata,Cholera,6
2021-03,Kolkata,Typhoid,20
2021-03,Kolkata,Tuberculosis,11
2021-03,Kolkata,Hepatitis A,33
2021-03,Pune,Dengue,27
2021-03,Pune,Malaria,13
2021-03,Pune,Cholera,18
2021-03,Pune,Typhoid,20
2021-03,Pune,Tuberculosis,7
2021-03,Pune,Hepatitis A,12
2021-03,Jaipur,Dengue,7
2021-03,Jaipur,Malaria,18
2021-03,Jaipur,Cholera,5
2021-03,Jaipur,Typhoid,39
2021-03,Jaipur,Tuberculosis,5
2021-03,Jaipur,Hepatitis A,10
2021-03,Lucknow,Dengue,8
2021-03,Lucknow,Malaria,18
2021-03,Lucknow,Cholera,10
2021-03,Lucknow,Typhoid,8
2021-03,Lucknow,Tuberculosis,31
2021-03,Lucknow,Hepatitis A,36
2021-04,Mumbai,Dengue,20
2021-04,Mumbai,Malaria,3
2021-04,Mumbai,Cholera,16
2021-04,Mumbai,Typhoid,15
2021-04,Mumbai,Tuberculosis,13
2021-04,Mumbai,Hepatitis A,26
2021-04,Delhi,Dengue,8
2021-04,Delhi,Malaria,10
2021-04,Delhi,Cholera,15
2021-04,Delhi,Typhoid,13
2021-04,Delhi,Tuberculosis,19
2021-04,Delhi,Hepatitis A,18
2021-04,Bengaluru,Dengue,22
2021-04,Bengaluru,Malaria,12
2021-04,Bengaluru,Cholera,14
2021-04,Bengaluru,Typhoid,14
2021-04,Bengaluru,Tuberculosis,14
2021-04,Bengaluru,Hepatitis A,20
2021-04,Hyderabad,Dengue,7
2021-04,Hyderabad,Malaria,22
2021-04,Hyderabad,Cholera,30
2021-04,Hyderabad,Typhoid,36
2021-04,Hyderabad,Tuberculosis,11
2021-04,Hyderabad,Hepatitis A,29
2021-04,Ahmedabad,Dengue,37
2021-04,Ahmedabad,Malaria,10
2021-04,Ahmedabad,Cholera,22
2021-04,Ahmedabad,Typhoid,2
2021-04,Ahmedabad,Tuberculosis,15
2021-04,Ahmedabad,Hepatitis A,19
2021-04,Chennai,Dengue,14
2021-04,Chennai,Malaria,27
2021-04,Chennai,Cholera,22
2021-04,Chennai,Typhoid,3
2021-04,Chennai,Tuberculosis,7
2021-04,Chennai,Hepatitis A,16
2021-04,Kolkata,Dengue,20
2021-04,Kolkata,Malaria,8
2021-04,Kolkata,Cholera,26
2021-04,Kolkata,Typhoid,11
2021-04,Kolkata,Tuberculosis,5
2021-04,Kolkata,Hepatitis A,9
2021-04,Pune,Dengue,19
2021-04,Pune,Malaria,31
2021-04,Pune,Cholera,15
2021-04,Pune,Typhoid,25
2021-04,Pune,Tuberculosis,10
2021-04,Pune,Hepatitis A,16
2021-04,Jaipur,Dengue,9
2021-04,Jaipur,Malaria,5
2021-04,Jaipur,Cholera,8
2021-04,Jaipur,Typhoid,29
2021-04,Jaipur,Tuberculosis,22
2021-04,Jaipur,Hepatitis A,29
2021-04,Lucknow,Dengue,18
2021-04,Lucknow,Malaria,13
2021-04,Lucknow,Cholera,13
2021-04,Lucknow,Typhoid,18
2021-04,Lucknow,Tuberculosis,16
2021-04,Lucknow,Hepatitis A,33
2021-05,Mumbai,Dengue,10
2021-05,Mumbai,Malaria,18
2021-05,Mumbai,Cholera,23
2021-05,Mumbai,Typhoid,16
2021-05,Mumbai,Tuberculosis,10
2021-05,Mumbai,Hepatitis A,12
2021-05,Delhi,Dengue,16
2021-05,Delhi,Malaria,14
2021-05,Delhi,Cholera,5
2021-05,Delhi,Typhoid,25
2021-05,Delhi,Tuberculosis,7
2021-05,Delhi,Hepatitis A,25
2021-05,Bengaluru,Dengue,10
2021-05,Bengaluru,Malaria,12
2021-05,Bengaluru,Cholera,13
2021-05,Bengaluru,Typhoid,22
2021-05,Bengaluru,Tuberculosis,15
2021-05,Bengaluru,Hepatitis A,27
2021-05,Hyderabad,Dengue,22
2021-05,Hyderabad,Malaria,26
2021-05,Hyderabad,Cholera,9
2021-05,Hyderabad,Typhoid,10
2021-05,Hyderabad,Tuberculosis,6
2021-05,Hyderabad,Hepatitis A,24
2021-05,Ahmedabad,Dengue,32
2021-05,Ahmedabad,Malaria,38
2021-05,Ahmedabad,Cholera,18
2021-05,Ahmedabad,Typhoid,25
2021-05,Ahmedabad,Tuberculosis,3
2021-05,Ahmedabad,Hepatitis A,18
2021-05,Chennai,Dengue,23
2021-05,Chennai,Malaria,15
2021-05,Chennai,Cholera,16
2021-05,Chennai,Typhoid,16
2021-05,Chennai,Tuberculosis,18
2021-05,Chennai,Hepatitis A,10
2021-05,Kolkata,Dengue,21
2021-05,Kolkata,Malaria,2
2021-05,Kolkata,Cholera,22
2021-05,Kolkata,Typhoid,5
2021-05,Kolkata,Tuberculosis,13
2021-05,Kolkata,Hepatitis A,28
2021-05,Pune,Dengue,28
2021-05,Pune,Malaria,32
2021-05,Pune,Cholera,31
2021-05,Pune,Typhoid,28
2021-05,Pune,Tuberculosis,11
2021-05,Pune,Hepatitis A,11
2021-05,Jaipur,Dengue,7
2021-05,Jaipur,Malaria,8
2021-05,Jaipur,Cholera,3
2021-05,Jaipur,Typhoid,7
2021-05,Jaipur,Tuberculosis,15
2021-05,Jaipur,Hepatitis A,22
2021-05,Lucknow,Dengue,12
2021-05,Lucknow,Malaria,11
2021-05,Lucknow,Cholera,18
2021-05,Lucknow,Typhoid,28
2021-05,Lucknow,Tuberculosis,5
2021-05,Lucknow,Hepatitis A,17
2021-06,Mumbai,Dengue,17
2021-06,Mumbai,Malaria,18
2021-06,Mumbai,Cholera,4
2021-06,Mumbai,Typhoid,27
2021-06,Mumbai,Tuberculosis,15
2021-06,Mumbai,Hepatitis A,8
2021-06,Delhi,Dengue,18
2021-06,Delhi,Malaria,29
2021-06,Delhi,Cholera,19
2021-06,Delhi,Typhoid,36
2021-06,Delhi,Tuberculosis,8
2021-06,Delhi,Hepatitis A,9
2021-06,Bengaluru,Dengue,30
2021-06,Bengaluru,Malaria,24
2021-06,Bengaluru,Cholera,14
2021-06,Bengaluru,Typhoid,24
2021-06,Bengaluru,Tuberculosis,22
2021-06,Bengaluru,Hepatitis A,11
2021-06,Hyderabad,Dengue,26
2021-06,Hyderabad,Malaria,25
2021-06,Hyderabad,Cholera,25
2021-06,Hyderabad,Typhoid,22
2021-06,Hyderabad,Tuberculosis,19
2021-06,Hyderabad,Hepatitis A,4
2021-06,Ahmedabad,Dengue,24
2021-06,Ahmedabad,Malaria,10
2021-06,Ahmedabad,Cholera,20
2021-06,Ahmedabad,Typhoid,31
2021-06,Ahmedabad,Tuberculosis,29
2021-06,Ahmedabad,Hepatitis A,21
2021-06,Chennai,Dengue,2
2021-06,Chennai,Malaria,22
2021-06,Chennai,Cholera,20
2021-06,Chennai,Typhoid,4
2021-06,Chennai,Tuberculosis,8
2021-06,Chennai,Hepatitis A,16
2021-06,Kolkata,Dengue,17
2021-06,Kolkata,Malaria,12
2021-06,Kolkata,Cholera,6
2021-06,Kolkata,Typhoid,23
2021-06,Kolkata,Tuberculosis,17
2021-06,Kolkata,Hepatitis A,21
2021-06,Pune,Dengue,21
2021-06,Pune,Malaria,6
2021-06,Pune,Cholera,24
2021-06,Pune,Typhoid,10
2021-06,Pune,Tuberculosis,30
2021-06,Pune,Hepatitis A,13
2021-06,Jaipur,Dengue,12
2021-06,Jaipur,Malaria,17
2021-06,Jaipur,Cholera,7
2021-06,Jaipur,Typhoid,24
2021-06,Jaipur,Tuberculosis,22
2021-06,Jaipur,Hepatitis A,21
2021-06,Lucknow,Dengue,7
2021-06,Lucknow,Malaria,13
2021-06,Lucknow,Cholera,10
2021-06,Lucknow,Typhoid,10
2021-06,Lucknow,Tuberculosis,13
2021-06,Lucknow,Hepatitis A,16
2021-07,Mumbai,Dengue,7
2021-07,Mumbai,Malaria,15
2021-07,Mumbai,Cholera,23
2021-07,Mumbai,Typhoid,25
2021-07,Mumbai,Tuberculosis,34
2021-07,Mumbai,Hepatitis A,12
2021-07,Delhi,Dengue,19
2021-07,Delhi,Malaria,9
2021-07,Delhi,Cholera,23
2021-07,Delhi,Typhoid,17
2021-07,Delhi,Tuberculosis,20
2021-07,Delhi,Hepatitis A,7
2021-07,Bengaluru,Dengue,12
2021-07,Bengaluru,Malaria,14
2021-07,Bengaluru,Cholera,9
2021-07,Bengaluru,Typhoid,8
2021-07,Bengaluru,Tuberculosis,26
2021-07,Bengaluru,Hepatitis A,12
2021-07,Hyderabad,Dengue,26
2021-07,Hyderabad,Malaria,28
2021-07,Hyderabad,Cholera,20
2021-07,Hyderabad,Typhoid,29
2021-07,Hyderabad,Tuberculosis,16
2021-07,Hyderabad,Hepatitis A,33
2021-07,Ahmedabad,Dengue,23
2021-07,Ahmedabad,Malaria,12
2021-07,Ahmedabad,Cholera,3
2021-07,Ahmedabad,Typhoid,5
2021-07,Ahmedabad,Tuberculosis,19
2021-07,Ahmedabad,Hepatitis A,6
2021-07,Chennai,Dengue,19
2021-07,Chennai,Malaria,8
2021-07,Chennai,Cholera,12
2021-07,Chennai,Typhoid,25
2021-07,Chennai,Tuberculosis,28
2021-07,Chennai,Hepatitis A,24
2021-07,Kolkata,Dengue,7
2021-07,Kolkata,Malaria,15
2021-07,Kolkata,Cholera,11
2021-07,Kolkata,Typhoid,10
2021-07,Kolkata,Tuberculosis,32
2021-07,Kolkata,Hepatitis A,26
2021-07,Pune,Dengue,19
2021-07,Pune,Malaria,14
2021-07,Pune,Cholera,23
2021-07,Pune,Typhoid,3
2021-07,Pune,Tuberculosis,5
2021-07,Pune,Hepatitis A,15
2021-07,Jaipur,Dengue,19
2021-07,Jaipur,Malaria,10
2021-07,Jaipur,Cholera,23
2021-07,Jaipur,Typhoid,13
2021-07,Jaipur,Tuberculosis,29
2021-07,Jaipur,Hepatitis A,30
2021-07,Lucknow,Dengue,27
2021-07,Lucknow,Malaria,19
2021-07,Lucknow,Cholera,24
2021-07,Lucknow,Typhoid,26
2021-07,Lucknow,Tuberculosis,10
2021-07,Lucknow,Hepatitis A,5
2021-08,Mumbai,Dengue,23
2021-08,Mumbai,Malaria,9
2021-08,Mumbai,Cholera,13
2021-08,Mumbai,Typhoid,21
2021-08,Mumbai,Tuberculosis,24
2021-08,Mumbai,Hepatitis A,8
2021-08,Delhi,Dengue,17
2021-08,Delhi,Malaria,14
2021-08,Delhi,Cholera,24
2021-08,Delhi,Typhoid,6
2021-08,Delhi,Tuberculosis,31
2021-08,Delhi,Hepatitis A,17
2021-08,Bengaluru,Dengue,32
2021-08,Bengaluru,Malaria,22
2021-08,Bengaluru,Cholera,16
2021-08,Bengaluru,Typhoid,30
2021-08,Bengaluru,Tuberculosis,9
2021-08,Bengaluru,Hepatitis A,11
2021-08,Hyderabad,Dengue,33
2021-08,Hyderabad,Malaria,26
2021-08,Hyderabad,Cholera,9
2021-08,Hyderabad,Typhoid,4
2021-08,Hyderabad,Tuberculosis,23
2021-08,Hyderabad,Hepatitis A,33
2021-08,Ahmedabad,Dengue,14
2021-08,Ahmedabad,Malaria,9
2021-08,Ahmedabad,Cholera,13
2021-08,Ahmedabad,Typhoid,12
2021-08,Ahmedabad,Tuberculosis,5
2021-08,Ahmedabad,Hepatitis A,4
2021-08,Chennai,Dengue,7
2021-08,Chennai,Malaria,9
2021-08,Chennai,Cholera,9
2021-08,Chennai,Typhoid,11
2021-08,Chennai,Tuberculosis,8
2021-08,Chennai,Hepatitis A,16
2021-08,Kolkata,Dengue,11
2021-08,Kolkata,Malaria,31
2021-08,Kolkata,Cholera,9
2021-08,Kolkata,Typhoid,6
2021-08,Kolkata,Tuberculosis,29
2021-08,Kolkata,Hepatitis A,21
2021-08,Pune,Dengue,9
2021-08,Pune,Malaria,18
2021-08,Pune,Cholera,8
2021-08,Pune,Typhoid,23
2021-08,Pune,Tuberculosis,37
2021-08,Pune,Hepatitis A,17
2021-08,Jaipur,Dengue,12
2021-08,Jaipur,Malaria,23
2021-08,Jaipur,Cholera,15
2021-08,Jaipur,Typhoid,6
2021-08,Jaipur,Tuberculosis,13
2021-08,Jaipur,Hepatitis A,26
2021-08,Lucknow,Dengue,7
2021-08,Lucknow,Malaria,23
2021-08,Lucknow,Cholera,18
2021-08,Lucknow,Typhoid,7
2021-08,Lucknow,Tuberculosis,4
2021-08,Lucknow,Hepatitis A,31
2021-09,Mumbai,Dengue,25
2021-09,Mumbai,Malaria,17
2021-09,Mumbai,Cholera,15
2021-09,Mumbai,Typhoid,24
2021-09,Mumbai,Tuberculosis,20
2021-09,Mumbai,Hepatitis A,9
2021-09,Delhi,Dengue,37
2021-09,Delhi,Malaria,8
2021-09,Delhi,Cholera,4
2021-09,Delhi,Typhoid,12
2021-09,Delhi,Tuberculosis,16
2021-09,Delhi,Hepatitis A,8
2021-09,Bengaluru,Dengue,28
2021-09,Bengaluru,Malaria,6
2021-09,Bengaluru,Cholera,31
2021-09,Bengaluru,Typhoid,21
2021-09,Bengaluru,Tuberculosis,14
2021-09,Bengaluru,Hepatitis A,22
2021-09,Hyderabad,Dengue,18
2021-09,Hyderabad,Malaria,23
2021-09,Hyderabad,Cholera,20
2021-09,Hyderabad,Typhoid,21
2021-09,Hyderabad,Tuberculosis,21
2021-09,Hyderabad,Hepatitis A,19
2021-09,Ahmedabad,Dengue,32
2021-09,Ahmedabad,Malaria,21
2021-09,Ahmedabad,Cholera,23
2021-09,Ahmedabad,Typhoid,8
2021-09,Ahmedabad,Tuberculosis,21
2021-09,Ahmedabad,Hepatitis A,17
2021-09,Chennai,Dengue,33
2021-09,Chennai,Malaria,32
2021-09,Chennai,Cholera,8
2021-09,Chennai,Typhoid,31
2021-09,Chennai,Tuberculosis,8
2021-09,Chennai,Hepatitis A,12
2021-09,Kolkata,Dengue,6
2021-09,Kolkata,Malaria,23
2021-09,Kolkata,Cholera,18
2021-09,Kolkata,Typhoid,6
2021-09,Kolkata,Tuberculosis,29
2021-09,Kolkata,Hepatitis A,5
2021-09,Pune,Dengue,17
2021-09,Pune,Malaria,11
2021-09,Pune,Cholera,12
2021-09,Pune,Typhoid,14
2021-09,Pune,Tuberculosis,25
2021-09,Pune,Hepatitis A,5
2021-09,Jaipur,Dengue,8
2021-09,Jaipur,Malaria,21
2021-09,Jaipur,Cholera,21
2021-09,Jaipur,Typhoid,15
2021-09,Jaipur,Tuberculosis,13
2021-09,Jaipur,Hepatitis A,23
2021-09,Lucknow,Dengue,21
2021-09,Lucknow,Malaria,23
2021-09,Lucknow,Cholera,26
2021-09,Lucknow,Typhoid,35
2021-09,Lucknow,Tuberculosis,16
2021-09,Lucknow,Hepatitis A,18
2021-10,Mumbai,Dengue,13
2021-10,Mumbai,Malaria,13
2021-10,Mumbai,Cholera,7
2021-10,Mumbai,Typhoid,21
2021-10,Mumbai,Tuberculosis,15
2021-10,Mumbai,Hepatitis A,16
2021-10,Delhi,Dengue,8
2021-10,Delhi,Malaria,35
2021-10,Delhi,Cholera,29
2021-10,Delhi,Typhoid,27
2021-10,Delhi,Tuberculosis,10
2021-10,Delhi,Hepatitis A,20
2021-10,Bengaluru,Dengue,6
2021-10,Bengaluru,Malaria,27
2021-10,Bengaluru,Cholera,20
2021-10,Bengaluru,Typhoid,16
2021-10,Bengaluru,Tuberculosis,4
2021-10,Bengaluru,Hepatitis A,15
2021-10,Hyderabad,Dengue,28
2021-10,Hyderabad,Malaria,7
2021-10,Hyderabad,Cholera,27
2021-10,Hyderabad,Typhoid,23
2021-10,Hyderabad,Tuberculosis,11
2021-10,Hyderabad,Hepatitis A,7
2021-10,Ahmedabad,Dengue,29
2021-10,Ahmedabad,Malaria,5
2021-10,Ahmedabad,Cholera,17
2021-10,Ahmedabad,Typhoid,8
2021-10,Ahmedabad,Tuberculosis,32
2021-10,Ahmedabad,Hepatitis A,22
2021-10,Chennai,Dengue,4
2021-10,Chennai,Malaria,23
2021-10,Chennai,Cholera,16
2021-10,Chennai,Typhoid,14
2021-10,Chennai,Tuberculosis,6
2021-10,Chennai,Hepatitis A,8
2021-10,Kolkata,Dengue,24
2021-10,Kolkata,Malaria,16
2021-10,Kolkata,Cholera,11
2021-10,Kolkata,Typhoid,22
2021-10,Kolkata,Tuberculosis,12
2021-10,Kolkata,Hepatitis A,9
2021-10,Pune,Dengue,29
2021-10,Pune,Malaria,26
2021-10,Pune,Cholera,10
2021-10,Pune,Typhoid,3
2021-10,Pune,Tuberculosis,30
2021-10,Pune,Hepatitis A,29
2021-10,Jaipur,Dengue,25
2021-10,Jaipur,Malaria,27
2021-10,Jaipur,Cholera,7
2021-10,Jaipur,Typhoid,23
2021-10,Jaipur,Tuberculosis,19
2021-10,Jaipur,Hepatitis A,16
2021-10,Lucknow,Dengue,26
2021-10,Lucknow,Malaria,9
2021-10,Lucknow,Cholera,25
2021-10,Lucknow,Typhoid,10
2021-10,Lucknow,Tuberculosis,27
2021-10,Lucknow,Hepatitis A,20
2021-11,Mumbai,Dengue,2
2021-11,Mumbai,Malaria,9
2021-11,Mumbai,Cholera,27
2021-11,Mumbai,Typhoid,12
2021-11,Mumbai,Tuberculosis,10
2021-11,Mumbai,Hepatitis A,4
2021-11,Delhi,Dengue,19
2021-11,Delhi,Malaria,25
2021-11,Delhi,Cholera,17
2021-11,Delhi,Typhoid,13
2021-11,Delhi,Tuberculosis,11
2021-11,Delhi,Hepatitis A,30
2021-11,Bengaluru,Dengue,15
2021-11,Bengaluru,Malaria,12
2021-11,Bengaluru,Cholera,26
2021-11,Bengaluru,Typhoid,11
2021-11,Bengaluru,Tuberculosis,12
2021-11,Bengaluru,Hepatitis A,22
2021-11,Hyderabad,Dengue,8
2021-11,Hyderabad,Malaria,5
2021-11,Hyderabad,Cholera,6
2021-11,Hyderabad,Typhoid,20
2021-11,Hyderabad,Tuberculosis,19
2021-11,Hyderabad,Hepatitis A,22
2021-11,Ahmedabad,Dengue,38
2021-11,Ahmedabad,Malaria,6
2021-11,Ahmedabad,Cholera,34
2021-11,Ahmedabad,Typhoid,10
2021-11,Ahmedabad,Tuberculosis,8
2021-11,Ahmedabad,Hepatitis A,12
2021-11,Chennai,Dengue,14
2021-11,Chennai,Malaria,8
2021-11,Chennai,Cholera,20
2021-11,Chennai,Typhoid,24
2021-11,Chennai,Tuberculosis,35
2021-11,Chennai,Hepatitis A,16
2021-11,Kolkata,Dengue,10
2021-11,Kolkata,Malaria,19
2021-11,Kolkata,Cholera,12
2021-11,Kolkata,Typhoid,12
2021-11,Kolkata,Tuberculosis,13
2021-11,Kolkata,Hepatitis A,10
2021-11,Pune,Dengue,26
2021-11,Pune,Malaria,14
2021-11,Pune,Cholera,31
2021-11,Pune,Typhoid,5
2021-11,Pune,Tuberculosis,18
2021-11,Pune,Hepatitis A,19
2021-11,Jaipur,Dengue,19
2021-11,Jaipur,Malaria,18
2021-11,Jaipur,Cholera,19
2021-11,Jaipur,Typhoid,16
2021-11,Jaipur,Tuberculosis,9
2021-11,Jaipur,Hepatitis A,14
2021-11,Lucknow,Dengue,13
2021-11,Lucknow,Malaria,12
2021-11,Lucknow,Cholera,7
2021-11,Lucknow,Typhoid,16
2021-11,Lucknow,Tuberculosis,6
2021-11,Lucknow,Hepatitis A,4
2021-12,Mumbai,Dengue,10
2021-12,Mumbai,Malaria,3
2021-12,Mumbai,Cholera,11
2021-12,Mumbai,Typhoid,26
2021-12,Mumbai,Tuberculosis,6
2021-12,Mumbai,Hepatitis A,23
2021-12,Delhi,Dengue,4
2021-12,Delhi,Malaria,33
2021-12,Delhi,Cholera,10
2021-12,Delhi,Typhoid,23
2021-12,Delhi,Tuberculosis,2
2021-12,Delhi,Hepatitis A,28
2021-12,Bengaluru,Dengue,12
2021-12,Bengaluru,Malaria,7
2021-12,Bengaluru,Cholera,20
2021-12,Bengaluru,Typhoid,19
2021-12,Bengaluru,Tuberculosis,35
2021-12,Bengaluru,Hepatitis A,17
2021-12,Hyderabad,Dengue,6
2021-12,Hyderabad,Malaria,28
2021-12,Hyderabad,Cholera,28
2021-12,Hyderabad,Typhoid,7
2021-12,Hyderabad,Tuberculosis,23
2021-12,Hyderabad,Hepatitis A,40
2021-12,Ahmedabad,Dengue,26
2021-12,Ahmedabad,Malaria,12
2021-12,Ahmedabad,Cholera,20
2021-12,Ahmedabad,Typhoid,9
2021-12,Ahmedabad,Tuberculosis,1
2021-12,Ahmedabad,Hepatitis A,17
2021-12,Chennai,Dengue,24
2021-12,Chennai,Malaria,26
2021-12,Chennai,Cholera,1
2021-12,Chennai,Typhoid,6
2021-12,Chennai,Tuberculosis,13
2021-12,Chennai,Hepatitis A,6
2021-12,Kolkata,Dengue,24
2021-12,Kolkata,Malaria,17
2021-12,Kolkata,Cholera,13
2021-12,Kolkata,Typhoid,9
2021-12,Kolkata,Tuberculosis,17
2021-12,Kolkata,Hepatitis A,19
2021-12,Pune,Dengue,12
2021-12,Pune,Malaria,7
2021-12,Pune,Cholera,19
2021-12,Pune,Typhoid,5
2021-12,Pune,Tuberculosis,25
2021-12,Pune,Hepatitis A,24
2021-12,Jaipur,Dengue,34
2021-12,Jaipur,Malaria,25
2021-12,Jaipur,Cholera,29
2021-12,Jaipur,Typhoid,15
2021-12,Jaipur,Tuberculosis,24
2021-12,Jaipur,Hepatitis A,8
2021-12,Lucknow,Dengue,8
2021-12,Lucknow,Malaria,24
2021-12,Lucknow,Cholera,26
2021-12,Lucknow,Typhoid,14
2021-12,Lucknow,Tuberculosis,20
2021-12,Lucknow,Hepatitis A,38
2022-01,Mumbai,Dengue,26
2022-01,Mumbai,Malaria,16
2022-01,Mumbai,Cholera,30
2022-01,Mumbai,Typhoid,18
2022-01,Mumbai,Tuberculosis,14
2022-01,Mumbai,Hepatitis A,28
2022-01,Delhi,Dengue,8
2022-01,Delhi,Malaria,15
2022-01,Delhi,Cholera,11
2022-01,Delhi,Typhoid,27
2022-01,Delhi,Tuberculosis,9
2022-01,Delhi,Hepatitis A,5
2022-01,Bengaluru,Dengue,16
2022-01,Bengaluru,Malaria,19
2022-01,Bengaluru,Cholera,20
2022-01,Bengaluru,Typhoid,18
2022-01,Bengaluru,Tuberculosis,24
2022-01,Bengaluru,Hepatitis A,9
